MoveNumber,Player,PlayerRating,FEN,SAN,UCI,Result
12,Black,1565,r1bqkbnr/pp3ppp/2n1p3/3pP3/3N4/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 6,Bc5,f8c5,0-1
13,White,1509,r1bqk1nr/pp3ppp/2n1p3/2bpP3/3N4/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 7,Nf3,d4f3,0-1
14,Black,1565,r1bqk1nr/pp3ppp/2n1p3/2bpP3/8/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 4 7,d4,d5d4,0-1
15,White,1509,r1bqk1nr/pp3ppp/2n1p3/2b1P3/3p4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 8,Ne4,c3e4,0-1
16,Black,1565,r1bqk1nr/pp3ppp/2n1p3/2b1P3/3pN3/5N2/PPP2PPP/R1BQKB1R b KQkq - 1 8,Nge7,g8e7,0-1
17,White,1509,r1bqk2r/pp2nppp/2n1p3/2b1P3/3pN3/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 9,Nxc5,e4c5,0-1
18,Black,1565,r1bqk2r/pp2nppp/2n1p3/2N1P3/3p4/5N2/PPP2PPP/R1BQKB1R b KQkq - 0 9,Qa5+,d8a5,0-1
19,White,1509,r1b1k2r/pp2nppp/2n1p3/q1N1P3/3p4/5N2/PPP2PPP/R1BQKB1R w KQkq - 1 10,Bd2,c1d2,0-1
20,Black,1565,r1b1k2r/pp2nppp/2n1p3/q1N1P3/3p4/5N2/PPPB1PPP/R2QKB1R b KQkq - 2 10,Qxc5,a5c5,0-1
21,White,1509,r1b1k2r/pp2nppp/2n1p3/2q1P3/3p4/5N2/PPPB1PPP/R2QKB1R w KQkq - 0 11,Bd3,f1d3,0-1
22,Black,1565,r1b1k2r/pp2nppp/2n1p3/2q1P3/3p4/3B1N2/PPPB1PPP/R2QK2R b KQkq - 1 11,Nd5,e7d5,0-1
23,White,1509,r1b1k2r/pp3ppp/2n1p3/2qnP3/3p4/3B1N2/PPPB1PPP/R2QK2R w KQkq - 2 12,O-O,e1g1,0-1
24,Black,1565,r1b1k2r/pp3ppp/2n1p3/2qnP3/3p4/3B1N2/PPPB1PPP/R2Q1RK1 b kq - 3 12,Ndb4,d5b4,0-1
25,White,1509,r1b1k2r/pp3ppp/2n1p3/2q1P3/1n1p4/3B1N2/PPPB1PPP/R2Q1RK1 w kq - 4 13,Ng5,f3g5,0-1
26,Black,1565,r1b1k2r/pp3ppp/2n1p3/2q1P1N1/1n1p4/3B4/PPPB1PPP/R2Q1RK1 b kq - 5 13,Nxd3,b4d3,0-1
27,White,1509,r1b1k2r/pp3ppp/2n1p3/2q1P1N1/3p4/3n4/PPPB1PPP/R2Q1RK1 w kq - 0 14,cxd3,c2d3,0-1
28,Black,1565,r1b1k2r/pp3ppp/2n1p3/2q1P1N1/3p4/3P4/PP1B1PPP/R2Q1RK1 b kq - 0 14,Nxe5,c6e5,0-1
29,White,1509,r1b1k2r/pp3ppp/4p3/2q1n1N1/3p4/3P4/PP1B1PPP/R2Q1RK1 w kq - 0 15,a3,a2a3,0-1
30,Black,1565,r1b1k2r/pp3ppp/4p3/2q1n1N1/3p4/P2P4/1P1B1PPP/R2Q1RK1 b kq - 0 15,Nxd3,e5d3,0-1
31,White,1509,r1b1k2r/pp3ppp/4p3/2q3N1/3p4/P2n4/1P1B1PPP/R2Q1RK1 w kq - 0 16,Qh5,d1h5,0-1
32,Black,1565,r1b1k2r/pp3ppp/4p3/2q3NQ/3p4/P2n4/1P1B1PPP/R4RK1 b kq - 1 16,Qf5,c5f5,0-1
1,White,1511,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,1-0
2,Black,1515,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,1-0
3,White,1511,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3,g1f3,1-0
4,Black,1515,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d5,d7d5,1-0
5,White,1511,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,exd5,e4d5,1-0
6,Black,1515,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,exd5,e6d5,1-0
7,White,1511,rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,d4,d2d4,1-0
8,Black,1515,rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,Nf6,g8f6,1-0
9,White,1511,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,Nc3,b1c3,1-0
10,Black,1515,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,Bd6,f8d6,1-0
11,White,1511,rnbqk2r/ppp2ppp/3b1n2/3p4/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6,Bg5,c1g5,1-0
12,Black,1515,rnbqk2r/ppp2ppp/3b1n2/3p2B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq - 4 6,O-O,e8g8,1-0
13,White,1511,rnbq1rk1/ppp2ppp/3b1n2/3p2B1/3P4/2N2N2/PPP2PPP/R2QKB1R w KQ - 5 7,Bd3,f1d3,1-0
14,Black,1515,rnbq1rk1/ppp2ppp/3b1n2/3p2B1/3P4/2NB1N2/PPP2PPP/R2QK2R b KQ - 6 7,c6,c7c6,1-0
15,White,1511,rnbq1rk1/pp3ppp/2pb1n2/3p2B1/3P4/2NB1N2/PPP2PPP/R2QK2R w KQ - 0 8,Qd2,d1d2,1-0
16,Black,1515,rnbq1rk1/pp3ppp/2pb1n2/3p2B1/3P4/2NB1N2/PPPQ1PPP/R3K2R b KQ - 1 8,Bg4,c8g4,1-0
17,White,1511,rn1q1rk1/pp3ppp/2pb1n2/3p2B1/3P2b1/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 9,Be2,d3e2,1-0
18,Black,1515,rn1q1rk1/pp3ppp/2pb1n2/3p2B1/3P2b1/2N2N2/PPPQBPPP/R3K2R b KQ - 3 9,Be7,d6e7,1-0
19,White,1511,rn1q1rk1/pp2bppp/2p2n2/3p2B1/3P2b1/2N2N2/PPPQBPPP/R3K2R w KQ - 4 10,h3,h2h3,1-0
20,Black,1515,rn1q1rk1/pp2bppp/2p2n2/3p2B1/3P2b1/2N2N1P/PPPQBPP1/R3K2R b KQ - 0 10,Be6,g4e6,1-0
21,White,1511,rn1q1rk1/pp2bppp/2p1bn2/3p2B1/3P4/2N2N1P/PPPQBPP1/R3K2R w KQ - 1 11,O-O-O,e1c1,1-0
22,Black,1515,rn1q1rk1/pp2bppp/2p1bn2/3p2B1/3P4/2N2N1P/PPPQBPP1/2KR3R b - - 2 11,b5,b7b5,1-0
23,White,1511,rn1q1rk1/p3bppp/2p1bn2/1p1p2B1/3P4/2N2N1P/PPPQBPP1/2KR3R w - - 0 12,a3,a2a3,1-0
24,Black,1515,rn1q1rk1/p3bppp/2p1bn2/1p1p2B1/3P4/P1N2N1P/1PPQBPP1/2KR3R b - - 0 12,a5,a7a5,1-0
25,White,1511,rn1q1rk1/4bppp/2p1bn2/pp1p2B1/3P4/P1N2N1P/1PPQBPP1/2KR3R w - - 0 13,Na2,c3a2,1-0
26,Black,1515,rn1q1rk1/4bppp/2p1bn2/pp1p2B1/3P4/P4N1P/NPPQBPP1/2KR3R b - - 1 13,Bd6,e7d6,1-0
27,White,1511,rn1q1rk1/5ppp/2pbbn2/pp1p2B1/3P4/P4N1P/NPPQBPP1/2KR3R w - - 2 14,Kb1,c1b1,1-0
28,Black,1515,rn1q1rk1/5ppp/2pbbn2/pp1p2B1/3P4/P4N1P/NPPQBPP1/1K1R3R b - - 3 14,Qe7,d8e7,1-0
29,White,1511,rn3rk1/4qppp/2pbbn2/pp1p2B1/3P4/P4N1P/NPPQBPP1/1K1R3R w - - 4 15,Ne5,f3e5,1-0
30,Black,1515,rn3rk1/4qppp/2pbbn2/pp1pN1B1/3P4/P6P/NPPQBPP1/1K1R3R b - - 5 15,b4,b5b4,1-0
31,White,1511,rn3rk1/4qppp/2pbbn2/p2pN1B1/1p1P4/P6P/NPPQBPP1/1K1R3R w - - 0 16,axb4,a3b4,1-0
32,Black,1515,rn3rk1/4qppp/2pbbn2/p2pN1B1/1P1P4/7P/NPPQBPP1/1K1R3R b - - 0 16,axb4,a5b4,1-0
33,White,1511,rn3rk1/4qppp/2pbbn2/3pN1B1/1p1P4/7P/NPPQBPP1/1K1R3R w - - 0 17,b3,b2b3,1-0
34,Black,1515,rn3rk1/4qppp/2pbbn2/3pN1B1/1p1P4/1P5P/N1PQBPP1/1K1R3R b - - 0 17,Ne4,f6e4,1-0
35,White,1511,rn3rk1/4qppp/2pbb3/3pN1B1/1p1Pn3/1P5P/N1PQBPP1/1K1R3R w - - 1 18,Bxe7,g5e7,1-0
36,Black,1515,rn3rk1/4Bppp/2pbb3/3pN3/1p1Pn3/1P5P/N1PQBPP1/1K1R3R b - - 0 18,Nxd2+,e4d2,1-0
37,White,1511,rn3rk1/4Bppp/2pbb3/3pN3/1p1P4/1P5P/N1PnBPP1/1K1R3R w - - 0 19,Kb2,b1b2,1-0
38,Black,1515,rn3rk1/4Bppp/2pbb3/3pN3/1p1P4/1P5P/NKPnBPP1/3R3R b - - 1 19,Bxe7,d6e7,1-0
39,White,1511,rn3rk1/4bppp/2p1b3/3pN3/1p1P4/1P5P/NKPnBPP1/3R3R w - - 0 20,Rxd2,d1d2,1-0
40,Black,1515,rn3rk1/4bppp/2p1b3/3pN3/1p1P4/1P5P/NKPRBPP1/7R b - - 0 20,Ra6,a8a6,1-0
41,White,1511,1n3rk1/4bppp/r1p1b3/3pN3/1p1P4/1P5P/NKPRBPP1/7R w - - 1 21,Bxa6,e2a6,1-0
42,Black,1515,1n3rk1/4bppp/B1p1b3/3pN3/1p1P4/1P5P/NKPR1PP1/7R b - - 0 21,Nxa6,b8a6,1-0
1,White,1520,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,0-1
2,Black,1558,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,c5,c7c5,0-1
3,White,1520,rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e4,e2e4,0-1
4,Black,1558,rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,cxd4,c5d4,0-1
5,White,1520,rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Qxd4,d1d4,0-1
6,Black,1558,rnbqkbnr/pp1ppppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,d6,d7d6,0-1
7,White,1520,rnbqkbnr/pp2pppp/3p4/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 0 4,Qd1,d4d1,0-1
8,Black,1558,rnbqkbnr/pp2pppp/3p4/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 1 4,e5,e7e5,0-1
9,White,1520,rnbqkbnr/pp3ppp/3p4/4p3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,Bd3,f1d3,0-1
10,Black,1558,rnbqkbnr/pp3ppp/3p4/4p3/4P3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 5,Nf6,g8f6,0-1
11,White,1520,rnbqkb1r/pp3ppp/3p1n2/4p3/4P3/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 6,Nf3,g1f3,0-1
12,Black,1558,rnbqkb1r/pp3ppp/3p1n2/4p3/4P3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 3 6,Be7,f8e7,0-1
13,White,1520,rnbqk2r/pp2bppp/3p1n2/4p3/4P3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 4 7,O-O,e1g1,0-1
14,Black,1558,rnbqk2r/pp2bppp/3p1n2/4p3/4P3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 5 7,O-O,e8g8,0-1
15,White,1520,rnbq1rk1/pp2bppp/3p1n2/4p3/4P3/3B1N2/PPP2PPP/RNBQ1RK1 w - - 6 8,Bg5,c1g5,0-1
16,Black,1558,rnbq1rk1/pp2bppp/3p1n2/4p1B1/4P3/3B1N2/PPP2PPP/RN1Q1RK1 b - - 7 8,Nc6,b8c6,0-1
17,White,1520,r1bq1rk1/pp2bppp/2np1n2/4p1B1/4P3/3B1N2/PPP2PPP/RN1Q1RK1 w - - 8 9,Qc1,d1c1,0-1
18,Black,1558,r1bq1rk1/pp2bppp/2np1n2/4p1B1/4P3/3B1N2/PPP2PPP/RNQ2RK1 b - - 9 9,Bg4,c8g4,0-1
19,White,1520,r2q1rk1/pp2bppp/2np1n2/4p1B1/4P1b1/3B1N2/PPP2PPP/RNQ2RK1 w - - 10 10,Nbd2,b1d2,0-1
20,Black,1558,r2q1rk1/pp2bppp/2np1n2/4p1B1/4P1b1/3B1N2/PPPN1PPP/R1Q2RK1 b - - 11 10,a6,a7a6,0-1
21,White,1520,r2q1rk1/1p2bppp/p1np1n2/4p1B1/4P1b1/3B1N2/PPPN1PPP/R1Q2RK1 w - - 0 11,h3,h2h3,0-1
22,Black,1558,r2q1rk1/1p2bppp/p1np1n2/4p1B1/4P1b1/3B1N1P/PPPN1PP1/R1Q2RK1 b - - 0 11,Bh5,g4h5,0-1
23,White,1520,r2q1rk1/1p2bppp/p1np1n2/4p1Bb/4P3/3B1N1P/PPPN1PP1/R1Q2RK1 w - - 1 12,g4,g2g4,0-1
24,Black,1558,r2q1rk1/1p2bppp/p1np1n2/4p1Bb/4P1P1/3B1N1P/PPPN1P2/R1Q2RK1 b - - 0 12,Bg6,h5g6,0-1
25,White,1520,r2q1rk1/1p2bppp/p1np1nb1/4p1B1/4P1P1/3B1N1P/PPPN1P2/R1Q2RK1 w - - 1 13,Nc4,d2c4,0-1
26,Black,1558,r2q1rk1/1p2bppp/p1np1nb1/4p1B1/2N1P1P1/3B1N1P/PPP2P2/R1Q2RK1 b - - 2 13,b5,b7b5,0-1
27,White,1520,r2q1rk1/4bppp/p1np1nb1/1p2p1B1/2N1P1P1/3B1N1P/PPP2P2/R1Q2RK1 w - - 0 14,Na3,c4a3,0-1
28,Black,1558,r2q1rk1/4bppp/p1np1nb1/1p2p1B1/4P1P1/N2B1N1P/PPP2P2/R1Q2RK1 b - - 1 14,Rc8,a8c8,0-1
29,White,1520,2rq1rk1/4bppp/p1np1nb1/1p2p1B1/4P1P1/N2B1N1P/PPP2P2/R1Q2RK1 w - - 2 15,Rd1,f1d1,0-1
30,Black,1558,2rq1rk1/4bppp/p1np1nb1/1p2p1B1/4P1P1/N2B1N1P/PPP2P2/R1QR2K1 b - - 3 15,Nb4,c6b4,0-1
31,White,1520,2rq1rk1/4bppp/p2p1nb1/1p2p1B1/1n2P1P1/N2B1N1P/PPP2P2/R1QR2K1 w - - 4 16,Qe3,c1e3,0-1
32,Black,1558,2rq1rk1/4bppp/p2p1nb1/1p2p1B1/1n2P1P1/N2BQN1P/PPP2P2/R2R2K1 b - - 5 16,Nd7,f6d7,0-1
33,White,1520,2rq1rk1/3nbppp/p2p2b1/1p2p1B1/1n2P1P1/N2BQN1P/PPP2P2/R2R2K1 w - - 6 17,Nb1,a3b1,0-1
34,Black,1558,2rq1rk1/3nbppp/p2p2b1/1p2p1B1/1n2P1P1/3BQN1P/PPP2P2/RN1R2K1 b - - 7 17,Nxc2,b4c2,0-1
35,White,1520,2rq1rk1/3nbppp/p2p2b1/1p2p1B1/4P1P1/3BQN1P/PPn2P2/RN1R2K1 w - - 0 18,Bxc2,d3c2,0-1
36,Black,1558,2rq1rk1/3nbppp/p2p2b1/1p2p1B1/4P1P1/4QN1P/PPB2P2/RN1R2K1 b - - 0 18,Rxc2,c8c2,0-1
37,White,1520,3q1rk1/3nbppp/p2p2b1/1p2p1B1/4P1P1/4QN1P/PPr2P2/RN1R2K1 w - - 0 19,Nc3,b1c3,0-1
38,Black,1558,3q1rk1/3nbppp/p2p2b1/1p2p1B1/4P1P1/2N1QN1P/PPr2P2/R2R2K1 b - - 1 19,Rxb2,c2b2,0-1
39,White,1520,3q1rk1/3nbppp/p2p2b1/1p2p1B1/4P1P1/2N1QN1P/Pr3P2/R2R2K1 w - - 0 20,Nd5,c3d5,0-1
40,Black,1558,3q1rk1/3nbppp/p2p2b1/1p1Np1B1/4P1P1/4QN1P/Pr3P2/R2R2K1 b - - 1 20,Bxg5,e7g5,0-1
41,White,1520,3q1rk1/3n1ppp/p2p2b1/1p1Np1b1/4P1P1/4QN1P/Pr3P2/R2R2K1 w - - 0 21,Nxg5,f3g5,0-1
42,Black,1558,3q1rk1/3n1ppp/p2p2b1/1p1Np1N1/4P1P1/4Q2P/Pr3P2/R2R2K1 b - - 0 21,Nc5,d7c5,0-1
43,White,1520,3q1rk1/5ppp/p2p2b1/1pnNp1N1/4P1P1/4Q2P/Pr3P2/R2R2K1 w - - 1 22,Qc3,e3c3,0-1
44,Black,1558,3q1rk1/5ppp/p2p2b1/1pnNp1N1/4P1P1/2Q4P/Pr3P2/R2R2K1 b - - 2 22,Re2,b2e2,0-1
1,White,1514,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1-0
2,Black,1525,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Nf6,g8f6,1-0
3,White,1514,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,e4,e2e4,1-0
4,Black,1525,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d6,d7d6,1-0
5,White,1514,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Nc3,b1c3,1-0
6,Black,1525,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,g6,g7g6,1-0
7,White,1514,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,Bd3,f1d3,1-0
8,Black,1525,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2NB4/PPP2PPP/R1BQK1NR b KQkq - 1 4,Bg7,f8g7,1-0
9,White,1514,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2NB4/PPP2PPP/R1BQK1NR w KQkq - 2 5,Bg5,c1g5,1-0
10,Black,1525,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2NB4/PPP2PPP/R2QK1NR b KQkq - 3 5,Nbd7,b8d7,1-0
11,White,1514,r1bqk2r/pppnppbp/3p1np1/6B1/3PP3/2NB4/PPP2PPP/R2QK1NR w KQkq - 4 6,Nf3,g1f3,1-0
12,Black,1525,r1bqk2r/pppnppbp/3p1np1/6B1/3PP3/2NB1N2/PPP2PPP/R2QK2R b KQkq - 5 6,O-O,e8g8,1-0
13,White,1514,r1bq1rk1/pppnppbp/3p1np1/6B1/3PP3/2NB1N2/PPP2PPP/R2QK2R w KQ - 6 7,O-O,e1g1,1-0
14,Black,1525,r1bq1rk1/pppnppbp/3p1np1/6B1/3PP3/2NB1N2/PPP2PPP/R2Q1RK1 b - - 7 7,e5,e7e5,1-0
15,White,1514,r1bq1rk1/pppn1pbp/3p1np1/4p1B1/3PP3/2NB1N2/PPP2PPP/R2Q1RK1 w - - 0 8,d5,d4d5,1-0
16,Black,1525,r1bq1rk1/pppn1pbp/3p1np1/3Pp1B1/4P3/2NB1N2/PPP2PPP/R2Q1RK1 b - - 0 8,h6,h7h6,1-0
17,White,1514,r1bq1rk1/pppn1pb1/3p1npp/3Pp1B1/4P3/2NB1N2/PPP2PPP/R2Q1RK1 w - - 0 9,Be3,g5e3,1-0
18,Black,1525,r1bq1rk1/pppn1pb1/3p1npp/3Pp3/4P3/2NBBN2/PPP2PPP/R2Q1RK1 b - - 1 9,g5,g6g5,1-0
19,White,1514,r1bq1rk1/pppn1pb1/3p1n1p/3Pp1p1/4P3/2NBBN2/PPP2PPP/R2Q1RK1 w - - 0 10,h3,h2h3,1-0
20,Black,1525,r1bq1rk1/pppn1pb1/3p1n1p/3Pp1p1/4P3/2NBBN1P/PPP2PP1/R2Q1RK1 b - - 0 10,Nh5,f6h5,1-0
21,White,1514,r1bq1rk1/pppn1pb1/3p3p/3Pp1pn/4P3/2NBBN1P/PPP2PP1/R2Q1RK1 w - - 1 11,Nxg5,f3g5,1-0
22,Black,1525,r1bq1rk1/pppn1pb1/3p3p/3Pp1Nn/4P3/2NBB2P/PPP2PP1/R2Q1RK1 b - - 0 11,hxg5,h6g5,1-0
23,White,1514,r1bq1rk1/pppn1pb1/3p4/3Pp1pn/4P3/2NBB2P/PPP2PP1/R2Q1RK1 w - - 0 12,Qxh5,d1h5,1-0
24,Black,1525,r1bq1rk1/pppn1pb1/3p4/3Pp1pQ/4P3/2NBB2P/PPP2PP1/R4RK1 b - - 0 12,Nb6,d7b6,1-0
25,White,1514,r1bq1rk1/ppp2pb1/1n1p4/3Pp1pQ/4P3/2NBB2P/PPP2PP1/R4RK1 w - - 1 13,Bxg5,e3g5,1-0
26,Black,1525,r1bq1rk1/ppp2pb1/1n1p4/3Pp1BQ/4P3/2NB3P/PPP2PP1/R4RK1 b - - 0 13,Qe8,d8e8,1-0
27,White,1514,r1b1qrk1/ppp2pb1/1n1p4/3Pp1BQ/4P3/2NB3P/PPP2PP1/R4RK1 w - - 1 14,Nb5,c3b5,1-0
28,Black,1525,r1b1qrk1/ppp2pb1/1n1p4/1N1Pp1BQ/4P3/3B3P/PPP2PP1/R4RK1 b - - 2 14,Qd7,e8d7,1-0
29,White,1514,r1b2rk1/pppq1pb1/1n1p4/1N1Pp1BQ/4P3/3B3P/PPP2PP1/R4RK1 w - - 3 15,Bh6,g5h6,1-0
30,Black,1525,r1b2rk1/pppq1pb1/1n1p3B/1N1Pp2Q/4P3/3B3P/PPP2PP1/R4RK1 b - - 4 15,Bxh6,g7h6,1-0
31,White,1514,r1b2rk1/pppq1p2/1n1p3b/1N1Pp2Q/4P3/3B3P/PPP2PP1/R4RK1 w - - 0 16,Qxh6,h5h6,1-0
32,Black,1525,r1b2rk1/pppq1p2/1n1p3Q/1N1Pp3/4P3/3B3P/PPP2PP1/R4RK1 b - - 0 16,a6,a7a6,1-0
33,White,1514,r1b2rk1/1ppq1p2/pn1p3Q/1N1Pp3/4P3/3B3P/PPP2PP1/R4RK1 w - - 0 17,Nc3,b5c3,1-0
34,Black,1525,r1b2rk1/1ppq1p2/pn1p3Q/3Pp3/4P3/2NB3P/PPP2PP1/R4RK1 b - - 1 17,f5,f7f5,1-0
35,White,1514,r1b2rk1/1ppq4/pn1p3Q/3Ppp2/4P3/2NB3P/PPP2PP1/R4RK1 w - - 0 18,Rae1,a1e1,1-0
36,Black,1525,r1b2rk1/1ppq4/pn1p3Q/3Ppp2/4P3/2NB3P/PPP2PP1/4RRK1 b - - 1 18,f4,f5f4,1-0
37,White,1514,r1b2rk1/1ppq4/pn1p3Q/3Pp3/4Pp2/2NB3P/PPP2PP1/4RRK1 w - - 0 19,Ne2,c3e2,1-0
38,Black,1525,r1b2rk1/1ppq4/pn1p3Q/3Pp3/4Pp2/3B3P/PPP1NPP1/4RRK1 b - - 1 19,Qg7,d7g7,1-0
39,White,1514,r1b2rk1/1pp3q1/pn1p3Q/3Pp3/4Pp2/3B3P/PPP1NPP1/4RRK1 w - - 2 20,Qh4,h6h4,1-0
40,Black,1525,r1b2rk1/1pp3q1/pn1p4/3Pp3/4Pp1Q/3B3P/PPP1NPP1/4RRK1 b - - 3 20,f3,f4f3,1-0
41,White,1514,r1b2rk1/1pp3q1/pn1p4/3Pp3/4P2Q/3B1p1P/PPP1NPP1/4RRK1 w - - 0 21,Ng3,e2g3,1-0
42,Black,1525,r1b2rk1/1pp3q1/pn1p4/3Pp3/4P2Q/3B1pNP/PPP2PP1/4RRK1 b - - 1 21,Rf4,f8f4,1-0
43,White,1514,r1b3k1/1pp3q1/pn1p4/3Pp3/4Pr1Q/3B1pNP/PPP2PP1/4RRK1 w - - 2 22,Qd8+,h4d8,1-0
44,Black,1525,r1bQ2k1/1pp3q1/pn1p4/3Pp3/4Pr2/3B1pNP/PPP2PP1/4RRK1 b - - 3 22,Kh7,g8h7,1-0
45,White,1514,r1bQ4/1pp3qk/pn1p4/3Pp3/4Pr2/3B1pNP/PPP2PP1/4RRK1 w - - 4 23,Re3,e1e3,1-0
46,Black,1525,r1bQ4/1pp3qk/pn1p4/3Pp3/4Pr2/3BRpNP/PPP2PP1/5RK1 b - - 5 23,fxg2,f3g2,1-0
47,White,1514,r1bQ4/1pp3qk/pn1p4/3Pp3/4Pr2/3BR1NP/PPP2Pp1/5RK1 w - - 0 24,Kxg2,g1g2,1-0
48,Black,1525,r1bQ4/1pp3qk/pn1p4/3Pp3/4Pr2/3BR1NP/PPP2PK1/5R2 b - - 0 24,Qh6,g7h6,1-0
49,White,1514,r1bQ4/1pp4k/pn1p3q/3Pp3/4Pr2/3BR1NP/PPP2PK1/5R2 w - - 1 25,Qe7+,d8e7,1-0
50,Black,1525,r1b5/1pp1Q2k/pn1p3q/3Pp3/4Pr2/3BR1NP/PPP2PK1/5R2 b - - 2 25,Kh8,h7h8,1-0
51,White,1514,r1b4k/1pp1Q3/pn1p3q/3Pp3/4Pr2/3BR1NP/PPP2PK1/5R2 w - - 3 26,Nf5,g3f5,1-0
52,Black,1525,r1b4k/1pp1Q3/pn1p3q/3PpN2/4Pr2/3BR2P/PPP2PK1/5R2 b - - 4 26,Qg6+,h6g6,1-0
53,White,1514,r1b4k/1pp1Q3/pn1p2q1/3PpN2/4Pr2/3BR2P/PPP2PK1/5R2 w - - 5 27,Rg3,e3g3,1-0
54,Black,1525,r1b4k/1pp1Q3/pn1p2q1/3PpN2/4Pr2/3B2RP/PPP2PK1/5R2 b - - 6 27,Qh5,g6h5,1-0
55,White,1514,r1b4k/1pp1Q3/pn1p4/3PpN1q/4Pr2/3B2RP/PPP2PK1/5R2 w - - 7 28,Qg7#,e7g7,1-0
1,White,1482,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,0-1
2,Black,1508,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,0-1
3,White,1482,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3,g1f3,0-1
4,Black,1508,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d5,d7d5,0-1
5,White,1482,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,exd5,e4d5,0-1
6,Black,1508,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,exd5,e6d5,0-1
