MoveNumber,Player,PlayerRating,FEN,SAN,UCI,Result
13,White,1500,rnbqk2r/pp2bppp/2p2n2/3p4/3P1B2/2N5/PPP1QPPP/R3KBNR w KQkq - 4 7,O-O-O,e1c1,0-1
14,Black,1502,rnbqk2r/pp2bppp/2p2n2/3p4/3P1B2/2N5/PPP1QPPP/2KR1BNR b kq - 5 7,O-O,e8g8,0-1
15,White,1500,rnbq1rk1/pp2bppp/2p2n2/3p4/3P1B2/2N5/PPP1QPPP/2KR1BNR w - - 6 8,Re1,d1e1,0-1
16,Black,1502,rnbq1rk1/pp2bppp/2p2n2/3p4/3P1B2/2N5/PPP1QPPP/2K1RBNR b - - 7 8,Bb4,e7b4,0-1
17,White,1500,rnbq1rk1/pp3ppp/2p2n2/3p4/1b1P1B2/2N5/PPP1QPPP/2K1RBNR w - - 8 9,Qd3,e2d3,0-1
18,Black,1502,rnbq1rk1/pp3ppp/2p2n2/3p4/1b1P1B2/2NQ4/PPP2PPP/2K1RBNR b - - 9 9,a5,a7a5,0-1
19,White,1500,rnbq1rk1/1p3ppp/2p2n2/p2p4/1b1P1B2/2NQ4/PPP2PPP/2K1RBNR w - - 0 10,a3,a2a3,0-1
20,Black,1502,rnbq1rk1/1p3ppp/2p2n2/p2p4/1b1P1B2/P1NQ4/1PP2PPP/2K1RBNR b - - 0 10,h6,h7h6,0-1
21,White,1500,rnbq1rk1/1p3pp1/2p2n1p/p2p4/1b1P1B2/P1NQ4/1PP2PPP/2K1RBNR w - - 0 11,Bd2,f4d2,0-1
22,Black,1502,rnbq1rk1/1p3pp1/2p2n1p/p2p4/1b1P4/P1NQ4/1PPB1PPP/2K1RBNR b - - 1 11,Be6,c8e6,0-1
23,White,1500,rn1q1rk1/1p3pp1/2p1bn1p/p2p4/1b1P4/P1NQ4/1PPB1PPP/2K1RBNR w - - 2 12,Nce2,c3e2,0-1
24,Black,1502,rn1q1rk1/1p3pp1/2p1bn1p/p2p4/1b1P4/P2Q4/1PPBNPPP/2K1RBNR b - - 3 12,Ne4,f6e4,0-1
25,White,1500,rn1q1rk1/1p3pp1/2p1b2p/p2p4/1b1Pn3/P2Q4/1PPBNPPP/2K1RBNR w - - 4 13,Bxb4,d2b4,0-1
26,Black,1502,rn1q1rk1/1p3pp1/2p1b2p/p2p4/1B1Pn3/P2Q4/1PP1NPPP/2K1RBNR b - - 0 13,axb4,a5b4,0-1
27,White,1500,rn1q1rk1/1p3pp1/2p1b2p/3p4/1p1Pn3/P2Q4/1PP1NPPP/2K1RBNR w - - 0 14,Qf3,d3f3,0-1
28,Black,1502,rn1q1rk1/1p3pp1/2p1b2p/3p4/1p1Pn3/P4Q2/1PP1NPPP/2K1RBNR b - - 1 14,bxa3,b4a3,0-1
29,White,1500,rn1q1rk1/1p3pp1/2p1b2p/3p4/3Pn3/p4Q2/1PP1NPPP/2K1RBNR w - - 0 15,bxa3,b2a3,0-1
30,Black,1502,rn1q1rk1/1p3pp1/2p1b2p/3p4/3Pn3/P4Q2/2P1NPPP/2K1RBNR b - - 0 15,Rxa3,a8a3,0-1
31,White,1500,1n1q1rk1/1p3pp1/2p1b2p/3p4/3Pn3/r4Q2/2P1NPPP/2K1RBNR w - - 0 16,Qxa3,f3a3,0-1
32,Black,1502,1n1q1rk1/1p3pp1/2p1b2p/3p4/3Pn3/Q7/2P1NPPP/2K1RBNR b - - 0 16,Nxf2,e4f2,0-1
33,White,1500,1n1q1rk1/1p3pp1/2p1b2p/3p4/3P4/Q7/2P1NnPP/2K1RBNR w - - 0 17,Nf4,e2f4,0-1
34,Black,1502,1n1q1rk1/1p3pp1/2p1b2p/3p4/3P1N2/Q7/2P2nPP/2K1RBNR b - - 1 17,Qg5,d8g5,0-1
35,White,1500,1n3rk1/1p3pp1/2p1b2p/3p2q1/3P1N2/Q7/2P2nPP/2K1RBNR w - - 2 18,g3,g2g3,0-1
36,Black,1502,1n3rk1/1p3pp1/2p1b2p/3p2q1/3P1N2/Q5P1/2P2n1P/2K1RBNR b - - 0 18,Nxh1,f2h1,0-1
37,White,1500,1n3rk1/1p3pp1/2p1b2p/3p2q1/3P1N2/Q5P1/2P4P/2K1RBNn w - - 0 19,Nf3,g1f3,0-1
38,Black,1502,1n3rk1/1p3pp1/2p1b2p/3p2q1/3P1N2/Q4NP1/2P4P/2K1RB1n b - - 1 19,Qg4,g5g4,0-1
39,White,1500,1n3rk1/1p3pp1/2p1b2p/3p4/3P1Nq1/Q4NP1/2P4P/2K1RB1n w - - 2 20,Ne5,f3e5,0-1
40,Black,1502,1n3rk1/1p3pp1/2p1b2p/3pN3/3P1Nq1/Q5P1/2P4P/2K1RB1n b - - 3 20,Qf5,g4f5,0-1
41,White,1500,1n3rk1/1p3pp1/2p1b2p/3pNq2/3P1N2/Q5P1/2P4P/2K1RB1n w - - 4 21,Bd3,f1d3,0-1
42,Black,1502,1n3rk1/1p3pp1/2p1b2p/3pNq2/3P1N2/Q2B2P1/2P4P/2K1R2n b - - 5 21,Qf6,f5f6,0-1
43,White,1500,1n3rk1/1p3pp1/2p1bq1p/3pN3/3P1N2/Q2B2P1/2P4P/2K1R2n w - - 6 22,Rxh1,e1h1,0-1
44,Black,1502,1n3rk1/1p3pp1/2p1bq1p/3pN3/3P1N2/Q2B2P1/2P4P/2K4R b - - 0 22,Nd7,b8d7,0-1
45,White,1500,5rk1/1p1n1pp1/2p1bq1p/3pN3/3P1N2/Q2B2P1/2P4P/2K4R w - - 1 23,Rf1,h1f1,0-1
46,Black,1502,5rk1/1p1n1pp1/2p1bq1p/3pN3/3P1N2/Q2B2P1/2P4P/2K2R2 b - - 2 23,Qg5,f6g5,0-1
47,White,1500,5rk1/1p1n1pp1/2p1b2p/3pN1q1/3P1N2/Q2B2P1/2P4P/2K2R2 w - - 3 24,Kb1,c1b1,0-1
48,Black,1502,5rk1/1p1n1pp1/2p1b2p/3pN1q1/3P1N2/Q2B2P1/2P4P/1K3R2 b - - 4 24,Nb6,d7b6,0-1
49,White,1500,5rk1/1p3pp1/1np1b2p/3pN1q1/3P1N2/Q2B2P1/2P4P/1K3R2 w - - 5 25,Qe7,a3e7,0-1
50,Black,1502,5rk1/1p2Qpp1/1np1b2p/3pN1q1/3P1N2/3B2P1/2P4P/1K3R2 b - - 6 25,Qxe7,g5e7,0-1
1,White,1441,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1-0
2,Black,1509,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,1-0
3,White,1441,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Be3,c1e3,1-0
4,Black,1509,rnbqkbnr/pppp1ppp/4p3/8/3P4/4B3/PPP1PPPP/RN1QKBNR b KQkq - 1 2,d5,d7d5,1-0
5,White,1441,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4B3/PPP1PPPP/RN1QKBNR w KQkq - 0 3,Nc3,b1c3,1-0
6,Black,1509,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N1B3/PPP1PPPP/R2QKBNR b KQkq - 1 3,Bd6,f8d6,1-0
7,White,1441,rnbqk1nr/ppp2ppp/3bp3/3p4/3P4/2N1B3/PPP1PPPP/R2QKBNR w KQkq - 2 4,Nf3,g1f3,1-0
8,Black,1509,rnbqk1nr/ppp2ppp/3bp3/3p4/3P4/2N1BN2/PPP1PPPP/R2QKB1R b KQkq - 3 4,c6,c7c6,1-0
9,White,1441,rnbqk1nr/pp3ppp/2pbp3/3p4/3P4/2N1BN2/PPP1PPPP/R2QKB1R w KQkq - 0 5,Qd2,d1d2,1-0
10,Black,1509,rnbqk1nr/pp3ppp/2pbp3/3p4/3P4/2N1BN2/PPPQPPPP/R3KB1R b KQkq - 1 5,f5,f7f5,1-0
11,White,1441,rnbqk1nr/pp4pp/2pbp3/3p1p2/3P4/2N1BN2/PPPQPPPP/R3KB1R w KQkq - 0 6,h3,h2h3,1-0
12,Black,1509,rnbqk1nr/pp4pp/2pbp3/3p1p2/3P4/2N1BN1P/PPPQPPP1/R3KB1R b KQkq - 0 6,Nf6,g8f6,1-0
13,White,1441,rnbqk2r/pp4pp/2pbpn2/3p1p2/3P4/2N1BN1P/PPPQPPP1/R3KB1R w KQkq - 1 7,g3,g2g3,1-0
14,Black,1509,rnbqk2r/pp4pp/2pbpn2/3p1p2/3P4/2N1BNPP/PPPQPP2/R3KB1R b KQkq - 0 7,b5,b7b5,1-0
15,White,1441,rnbqk2r/p5pp/2pbpn2/1p1p1p2/3P4/2N1BNPP/PPPQPP2/R3KB1R w KQkq - 0 8,Bf4,e3f4,1-0
16,Black,1509,rnbqk2r/p5pp/2pbpn2/1p1p1p2/3P1B2/2N2NPP/PPPQPP2/R3KB1R b KQkq - 1 8,a5,a7a5,1-0
17,White,1441,rnbqk2r/6pp/2pbpn2/pp1p1p2/3P1B2/2N2NPP/PPPQPP2/R3KB1R w KQkq - 0 9,Bxd6,f4d6,1-0
18,Black,1509,rnbqk2r/6pp/2pBpn2/pp1p1p2/3P4/2N2NPP/PPPQPP2/R3KB1R b KQkq - 0 9,Qxd6,d8d6,1-0
19,White,1441,rnb1k2r/6pp/2pqpn2/pp1p1p2/3P4/2N2NPP/PPPQPP2/R3KB1R w KQkq - 0 10,Ne5,f3e5,1-0
20,Black,1509,rnb1k2r/6pp/2pqpn2/pp1pNp2/3P4/2N3PP/PPPQPP2/R3KB1R b KQkq - 1 10,Nbd7,b8d7,1-0
21,White,1441,r1b1k2r/3n2pp/2pqpn2/pp1pNp2/3P4/2N3PP/PPPQPP2/R3KB1R w KQkq - 2 11,Nxd7,e5d7,1-0
22,Black,1509,r1b1k2r/3N2pp/2pqpn2/pp1p1p2/3P4/2N3PP/PPPQPP2/R3KB1R b KQkq - 0 11,Bxd7,c8d7,1-0
23,White,1441,r3k2r/3b2pp/2pqpn2/pp1p1p2/3P4/2N3PP/PPPQPP2/R3KB1R w KQkq - 0 12,f3,f2f3,1-0
24,Black,1509,r3k2r/3b2pp/2pqpn2/pp1p1p2/3P4/2N2PPP/PPPQP3/R3KB1R b KQkq - 0 12,Qxg3+,d6g3,1-0
25,White,1441,r3k2r/3b2pp/2p1pn2/pp1p1p2/3P4/2N2PqP/PPPQP3/R3KB1R w KQkq - 0 13,Kd1,e1d1,1-0
26,Black,1509,r3k2r/3b2pp/2p1pn2/pp1p1p2/3P4/2N2PqP/PPPQP3/R2K1B1R b kq - 1 13,Nh5,f6h5,1-0
27,White,1441,r3k2r/3b2pp/2p1p3/pp1p1p1n/3P4/2N2PqP/PPPQP3/R2K1B1R w kq - 2 14,h4,h3h4,1-0
28,Black,1509,r3k2r/3b2pp/2p1p3/pp1p1p1n/3P3P/2N2Pq1/PPPQP3/R2K1B1R b kq - 0 14,Nf4,h5f4,1-0
29,White,1441,r3k2r/3b2pp/2p1p3/pp1p1p2/3P1n1P/2N2Pq1/PPPQP3/R2K1B1R w kq - 1 15,Kc1,d1c1,1-0
30,Black,1509,r3k2r/3b2pp/2p1p3/pp1p1p2/3P1n1P/2N2Pq1/PPPQP3/R1K2B1R b kq - 2 15,Ng2,f4g2,1-0
31,White,1441,r3k2r/3b2pp/2p1p3/pp1p1p2/3P3P/2N2Pq1/PPPQP1n1/R1K2B1R w kq - 3 16,b3,b2b3,1-0
32,Black,1509,r3k2r/3b2pp/2p1p3/pp1p1p2/3P3P/1PN2Pq1/P1PQP1n1/R1K2B1R b kq - 0 16,Nxh4,g2h4,1-0
33,White,1441,r3k2r/3b2pp/2p1p3/pp1p1p2/3P3n/1PN2Pq1/P1PQP3/R1K2B1R w kq - 0 17,Kb2,c1b2,1-0
34,Black,1509,r3k2r/3b2pp/2p1p3/pp1p1p2/3P3n/1PN2Pq1/PKPQP3/R4B1R b kq - 1 17,a4,a5a4,1-0
35,White,1441,r3k2r/3b2pp/2p1p3/1p1p1p2/p2P3n/1PN2Pq1/PKPQP3/R4B1R w kq - 0 18,b4,b3b4,1-0
36,Black,1509,r3k2r/3b2pp/2p1p3/1p1p1p2/pP1P3n/2N2Pq1/PKPQP3/R4B1R b kq - 0 18,Ng6,h4g6,1-0
37,White,1441,r3k2r/3b2pp/2p1p1n1/1p1p1p2/pP1P4/2N2Pq1/PKPQP3/R4B1R w kq - 1 19,a3,a2a3,1-0
38,Black,1509,r3k2r/3b2pp/2p1p1n1/1p1p1p2/pP1P4/P1N2Pq1/1KPQP3/R4B1R b kq - 0 19,Qd6,g3d6,1-0
39,White,1441,r3k2r/3b2pp/2pqp1n1/1p1p1p2/pP1P4/P1N2P2/1KPQP3/R4B1R w kq - 1 20,e4,e2e4,1-0
40,Black,1509,r3k2r/3b2pp/2pqp1n1/1p1p1p2/pP1PP3/P1N2P2/1KPQ4/R4B1R b kq - 0 20,fxe4,f5e4,1-0
41,White,1441,r3k2r/3b2pp/2pqp1n1/1p1p4/pP1Pp3/P1N2P2/1KPQ4/R4B1R w kq - 0 21,fxe4,f3e4,1-0
42,Black,1509,r3k2r/3b2pp/2pqp1n1/1p1p4/pP1PP3/P1N5/1KPQ4/R4B1R b kq - 0 21,O-O-O,e8c8,1-0
43,White,1441,2kr3r/3b2pp/2pqp1n1/1p1p4/pP1PP3/P1N5/1KPQ4/R4B1R w - - 1 22,e5,e4e5,1-0
44,Black,1509,2kr3r/3b2pp/2pqp1n1/1p1pP3/pP1P4/P1N5/1KPQ4/R4B1R b - - 0 22,Qe7,d6e7,1-0
45,White,1441,2kr3r/3bq1pp/2p1p1n1/1p1pP3/pP1P4/P1N5/1KPQ4/R4B1R w - - 1 23,Bh3,f1h3,1-0
46,Black,1509,2kr3r/3bq1pp/2p1p1n1/1p1pP3/pP1P4/P1N4B/1KPQ4/R6R b - - 2 23,Rdf8,d8f8,1-0
47,White,1441,2k2r1r/3bq1pp/2p1p1n1/1p1pP3/pP1P4/P1N4B/1KPQ4/R6R w - - 3 24,Rae1,a1e1,1-0
48,Black,1509,2k2r1r/3bq1pp/2p1p1n1/1p1pP3/pP1P4/P1N4B/1KPQ4/4R2R b - - 4 24,Nf4,g6f4,1-0
49,White,1441,2k2r1r/3bq1pp/2p1p3/1p1pP3/pP1P1n2/P1N4B/1KPQ4/4R2R w - - 5 25,Bg4,h3g4,1-0
50,Black,1509,2k2r1r/3bq1pp/2p1p3/1p1pP3/pP1P1nB1/P1N5/1KPQ4/4R2R b - - 6 25,h5,h7h5,1-0
51,White,1441,2k2r1r/3bq1p1/2p1p3/1p1pP2p/pP1P1nB1/P1N5/1KPQ4/4R2R w - - 0 26,Bf3,g4f3,1-0
52,Black,1509,2k2r1r/3bq1p1/2p1p3/1p1pP2p/pP1P1n2/P1N2B2/1KPQ4/4R2R b - - 1 26,g5,g7g5,1-0
53,White,1441,2k2r1r/3bq3/2p1p3/1p1pP1pp/pP1P1n2/P1N2B2/1KPQ4/4R2R w - - 0 27,Reg1,e1g1,1-0
54,Black,1509,2k2r1r/3bq3/2p1p3/1p1pP1pp/pP1P1n2/P1N2B2/1KPQ4/6RR b - - 1 27,Rfg8,f8g8,1-0
55,White,1441,2k3rr/3bq3/2p1p3/1p1pP1pp/pP1P1n2/P1N2B2/1KPQ4/6RR w - - 2 28,Rf1,g1f1,1-0
56,Black,1509,2k3rr/3bq3/2p1p3/1p1pP1pp/pP1P1n2/P1N2B2/1KPQ4/5R1R b - - 3 28,h4,h5h4,1-0
57,White,1441,2k3rr/3bq3/2p1p3/1p1pP1p1/pP1P1n1p/P1N2B2/1KPQ4/5R1R w - - 0 29,Bg4,f3g4,1-0
58,Black,1509,2k3rr/3bq3/2p1p3/1p1pP1p1/pP1P1nBp/P1N5/1KPQ4/5R1R b - - 1 29,Qh7,e7h7,1-0
59,White,1441,2k3rr/3b3q/2p1p3/1p1pP1p1/pP1P1nBp/P1N5/1KPQ4/5R1R w - - 2 30,Ne2,c3e2,1-0
60,Black,1509,2k3rr/3b3q/2p1p3/1p1pP1p1/pP1P1nBp/P7/1KPQN3/5R1R b - - 3 30,h3,h4h3,1-0
61,White,1441,2k3rr/3b3q/2p1p3/1p1pP1p1/pP1P1nB1/P6p/1KPQN3/5R1R w - - 0 31,Nxf4,e2f4,1-0
62,Black,1509,2k3rr/3b3q/2p1p3/1p1pP1p1/pP1P1NB1/P6p/1KPQ4/5R1R b - - 0 31,gxf4,g5f4,1-0
63,White,1441,2k3rr/3b3q/2p1p3/1p1pP3/pP1P1pB1/P6p/1KPQ4/5R1R w - - 0 32,Rf3,f1f3,1-0
64,Black,1509,2k3rr/3b3q/2p1p3/1p1pP3/pP1P1pB1/P4R1p/1KPQ4/7R b - - 1 32,h2,h3h2,1-0
65,White,1441,2k3rr/3b3q/2p1p3/1p1pP3/pP1P1pB1/P4R2/1KPQ3p/7R w - - 0 33,Rh3,f3h3,1-0
66,Black,1509,2k3rr/3b3q/2p1p3/1p1pP3/pP1P1pB1/P6R/1KPQ3p/7R b - - 1 33,Qg7,h7g7,1-0
67,White,1441,2k3rr/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P6R/1KPQ3p/7R w - - 2 34,Rxh8,h3h8,1-0
68,Black,1509,2k3rR/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P7/1KPQ3p/7R b - - 0 34,Rxh8,g8h8,1-0
69,White,1441,2k4r/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P7/1KPQ3p/7R w - - 0 35,Rxh2,h1h2,1-0
70,Black,1509,2k4r/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P7/1KPQ3R/8 b - - 0 35,Rxh2,h8h2,1-0
71,White,1441,2k5/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P7/1KPQ3r/8 w - - 0 36,Qxh2,d2h2,1-0
72,Black,1509,2k5/3b2q1/2p1p3/1p1pP3/pP1P1pB1/P7/1KP4Q/8 b - - 0 36,Qxg4,g7g4,1-0
73,White,1441,2k5/3b4/2p1p3/1p1pP3/pP1P1pq1/P7/1KP4Q/8 w - - 0 37,Qh8+,h2h8,1-0
74,Black,1509,2k4Q/3b4/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 b - - 1 37,Kc7,c8c7,1-0
75,White,1441,7Q/2kb4/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 w - - 2 38,Qa8,h8a8,1-0
76,Black,1509,Q7/2kb4/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 b - - 3 38,Bc8,d7c8,1-0
77,White,1441,Q1b5/2k5/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 w - - 4 39,Qa7+,a8a7,1-0
78,Black,1509,2b5/Q1k5/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 b - - 5 39,Bb7,c8b7,1-0
79,White,1441,8/Qbk5/2p1p3/1p1pP3/pP1P1pq1/P7/1KP5/8 w - - 6 40,Qc5,a7c5,1-0
80,Black,1509,8/1bk5/2p1p3/1pQpP3/pP1P1pq1/P7/1KP5/8 b - - 7 40,Qg7,g4g7,1-0
81,White,1441,8/1bk3q1/2p1p3/1pQpP3/pP1P1p2/P7/1KP5/8 w - - 8 41,Qd6+,c5d6,1-0
82,Black,1509,8/1bk3q1/2pQp3/1p1pP3/pP1P1p2/P7/1KP5/8 b - - 9 41,Kb6,c7b6,1-0
83,White,1441,8/1b4q1/1kpQp3/1p1pP3/pP1P1p2/P7/1KP5/8 w - - 10 42,Qxe6,d6e6,1-0
84,Black,1509,8/1b4q1/1kp1Q3/1p1pP3/pP1P1p2/P7/1KP5/8 b - - 0 42,f3,f4f3,1-0
85,White,1441,8/1b4q1/1kp1Q3/1p1pP3/pP1P4/P4p2/1KP5/8 w - - 0 43,Qf5,e6f5,1-0
86,Black,1509,8/1b4q1/1kp5/1p1pPQ2/pP1P4/P4p2/1KP5/8 b - - 1 43,Qg2,g7g2,1-0
87,White,1441,8/1b6/1kp5/1p1pPQ2/pP1P4/P4p2/1KP3q1/8 w - - 2 44,e6,e5e6,1-0
88,Black,1509,8/1b6/1kp1P3/1p1p1Q2/pP1P4/P4p2/1KP3q1/8 b - - 0 44,f2,f3f2,1-0
89,White,1441,8/1b6/1kp1P3/1p1p1Q2/pP1P4/P7/1KP2pq1/8 w - - 0 45,e7,e6e7,1-0
90,Black,1509,8/1b2P3/1kp5/1p1p1Q2/pP1P4/P7/1KP2pq1/8 b - - 0 45,f1=Q,f2f1q,1-0
91,White,1441,8/1b2P3/1kp5/1p1p1Q2/pP1P4/P7/1KP3q1/5q2 w - - 0 46,Qxf1,f5f1,1-0
92,Black,1509,8/1b2P3/1kp5/1p1p4/pP1P4/P7/1KP3q1/5Q2 b - - 0 46,Qxf1,g2f1,1-0
93,White,1441,8/1b2P3/1kp5/1p1p4/pP1P4/P7/1KP5/5q2 w - - 0 47,e8=Q,e7e8q,1-0
94,Black,1509,4Q3/1b6/1kp5/1p1p4/pP1P4/P7/1KP5/5q2 b - - 0 47,Qf4,f1f4,1-0
95,White,1441,4Q3/1b6/1kp5/1p1p4/pP1P1q2/P7/1KP5/8 w - - 1 48,Qe7,e8e7,1-0
96,Black,1509,8/1b2Q3/1kp5/1p1p4/pP1P1q2/P7/1KP5/8 b - - 2 48,Qxd4+,f4d4,1-0
97,White,1441,8/1b2Q3/1kp5/1p1p4/pP1q4/P7/1KP5/8 w - - 0 49,Kc1,b2c1,1-0
98,Black,1509,8/1b2Q3/1kp5/1p1p4/pP1q4/P7/2P5/2K5 b - - 1 49,Qg1+,d4g1,1-0
99,White,1441,8/1b2Q3/1kp5/1p1p4/pP6/P7/2P5/2K3q1 w - - 2 50,Kd2,c1d2,1-0
100,Black,1509,8/1b2Q3/1kp5/1p1p4/pP6/P7/2PK4/6q1 b - - 3 50,Qh2+,g1h2,1-0
101,White,1441,8/1b2Q3/1kp5/1p1p4/pP6/P7/2PK3q/8 w - - 4 51,Kc1,d2c1,1-0
102,Black,1509,8/1b2Q3/1kp5/1p1p4/pP6/P7/2P4q/2K5 b - - 5 51,Qg1+,h2g1,1-0
103,White,1441,8/1b2Q3/1kp5/1p1p4/pP6/P7/2P5/2K3q1 w - - 6 52,Kb2,c1b2,1-0
104,Black,1509,8/1b2Q3/1kp5/1p1p4/pP6/P7/1KP5/6q1 b - - 7 52,Qd4+,g1d4,1-0
105,White,1441,8/1b2Q3/1kp5/1p1p4/pP1q4/P7/1KP5/8 w - - 8 53,Kb1,b2b1,1-0
106,Black,1509,8/1b2Q3/1kp5/1p1p4/pP1q4/P7/2P5/1K6 b - - 9 53,Qc3,d4c3,1-0
107,White,1441,8/1b2Q3/1kp5/1p1p4/pP6/P1q5/2P5/1K6 w - - 10 54,Qc5+,e7c5,1-0
108,Black,1509,8/1b6/1kp5/1pQp4/pP6/P1q5/2P5/1K6 b - - 11 54,Qxc5,c3c5,1-0
109,White,1441,8/1b6/1kp5/1pqp4/pP6/P7/2P5/1K6 w - - 0 55,bxc5+,b4c5,1-0
110,Black,1509,8/1b6/1kp5/1pPp4/p7/P7/2P5/1K6 b - - 0 55,Kxc5,b6c5,1-0
111,White,1441,8/1b6/2p5/1pkp4/p7/P7/2P5/1K6 w - - 0 56,Kb2,b1b2,1-0
112,Black,1509,8/1b6/2p5/1pkp4/p7/P7/1KP5/8 b - - 1 56,Kc4,c5c4,1-0
113,White,1441,8/1b6/2p5/1p1p4/p1k5/P7/1KP5/8 w - - 2 57,Kc1,b2c1,1-0
114,Black,1509,8/1b6/2p5/1p1p4/p1k5/P7/2P5/2K5 b - - 3 57,d4,d5d4,1-0
115,White,1441,8/1b6/2p5/1p6/p1kp4/P7/2P5/2K5 w - - 0 58,Kd2,c1d2,1-0
116,Black,1509,8/1b6/2p5/1p6/p1kp4/P7/2PK4/8 b - - 1 58,c5,c6c5,1-0
117,White,1441,8/1b6/8/1pp5/p1kp4/P7/2PK4/8 w - - 0 59,Kc1,d2c1,1-0
118,Black,1509,8/1b6/8/1pp5/p1kp4/P7/2P5/2K5 b - - 1 59,Bd5,b7d5,1-0
119,White,1441,8/8/8/1ppb4/p1kp4/P7/2P5/2K5 w - - 2 60,Kd2,c1d2,1-0
120,Black,1509,8/8/8/1ppb4/p1kp4/P7/2PK4/8 b - - 3 60,b4,b5b4,1-0
121,White,1441,8/8/8/2pb4/ppkp4/P7/2PK4/8 w - - 0 61,axb4,a3b4,1-0
122,Black,1509,8/8/8/2pb4/pPkp4/8/2PK4/8 b - - 0 61,cxb4,c5b4,1-0
123,White,1441,8/8/8/3b4/ppkp4/8/2PK4/8 w - - 0 62,Kc1,d2c1,1-0
124,Black,1509,8/8/8/3b4/ppkp4/8/2P5/2K5 b - - 1 62,b3,b4b3,1-0
125,White,1441,8/8/8/3b4/p1kp4/1p6/2P5/2K5 w - - 0 63,Kb2,c1b2,1-0
1,White,1510,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1/2-1/2
2,Black,1458,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5,d7d5,1/2-1/2
3,White,1510,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e4,e2e4,1/2-1/2
4,Black,1458,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,dxe4,d5e4,1/2-1/2
5,White,1510,rnbqkbnr/ppp1pppp/8/8/3Pp3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,f3,f2f3,1/2-1/2
6,Black,1458,rnbqkbnr/ppp1pppp/8/8/3Pp3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,exf3,e4f3,1/2-1/2
7,White,1510,rnbqkbnr/ppp1pppp/8/8/3P4/5p2/PPP3PP/RNBQKBNR w KQkq - 0 4,Nxf3,g1f3,1/2-1/2
8,Black,1458,rnbqkbnr/ppp1pppp/8/8/3P4/5N2/PPP3PP/RNBQKB1R b KQkq - 0 4,e6,e7e6,1/2-1/2
9,White,1510,rnbqkbnr/ppp2ppp/4p3/8/3P4/5N2/PPP3PP/RNBQKB1R w KQkq - 0 5,Bd3,f1d3,1/2-1/2
10,Black,1458,rnbqkbnr/ppp2ppp/4p3/8/3P4/3B1N2/PPP3PP/RNBQK2R b KQkq - 1 5,Be7,f8e7,1/2-1/2
11,White,1510,rnbqk1nr/ppp1bppp/4p3/8/3P4/3B1N2/PPP3PP/RNBQK2R w KQkq - 2 6,O-O,e1g1,1/2-1/2
12,Black,1458,rnbqk1nr/ppp1bppp/4p3/8/3P4/3B1N2/PPP3PP/RNBQ1RK1 b kq - 3 6,Nf6,g8f6,1/2-1/2
13,White,1510,rnbqk2r/ppp1bppp/4pn2/8/3P4/3B1N2/PPP3PP/RNBQ1RK1 w kq - 4 7,Bg5,c1g5,1/2-1/2
14,Black,1458,rnbqk2r/ppp1bppp/4pn2/6B1/3P4/3B1N2/PPP3PP/RN1Q1RK1 b kq - 5 7,h6,h7h6,1/2-1/2
15,White,1510,rnbqk2r/ppp1bpp1/4pn1p/6B1/3P4/3B1N2/PPP3PP/RN1Q1RK1 w kq - 0 8,Be3,g5e3,1/2-1/2
16,Black,1458,rnbqk2r/ppp1bpp1/4pn1p/8/3P4/3BBN2/PPP3PP/RN1Q1RK1 b kq - 1 8,Bd7,c8d7,1/2-1/2
17,White,1510,rn1qk2r/pppbbpp1/4pn1p/8/3P4/3BBN2/PPP3PP/RN1Q1RK1 w kq - 2 9,h3,h2h3,1/2-1/2
18,Black,1458,rn1qk2r/pppbbpp1/4pn1p/8/3P4/3BBN1P/PPP3P1/RN1Q1RK1 b kq - 0 9,Bc6,d7c6,1/2-1/2
